,attack
26308,14
31793,19
117625,24
52157,14
117236,14
9922,14
80856,14
52517,26
32550,14
30899,14
44899,24
75556,19
59681,14
31769,14
130691,26
65854,14
76180,14
68960,14
123019,14
66806,19
95820,14
145646,34
10666,1
109099,14
102525,19
117110,14
64110,14
25967,14
84547,14
35176,14
139127,14
10361,14
65678,7
100378,7
63900,14
133092,14
77481,14
116399,14
18659,14
140772,14
43275,19
89832,14
93549,14
67833,26
7946,14
42575,1
36234,14
1052,14
19287,14
82769,14
108798,14
132372,19
66141,14
63565,14
106081,14
48810,14
69027,14
12453,24
120710,1
100878,14
58834,19
51400,14
7685,14
93705,7
48061,14
99055,14
81965,14
78936,14
116732,24
125037,15
61821,14
113654,14
147810,23
60130,14
60305,33
4393,14
16903,14
66763,14
139083,14
94594,1
93503,14
146688,11
21409,26
131559,14
120696,14
60293,24
65259,14
75787,14
104703,14
28722,14
72272,14
69919,14
25289,7
112214,14
86991,14
54537,14
104513,15
77074,14
48658,14
14918,7
139910,7
13716,14
98455,19
147274,34
66918,14
123112,15
116465,14
141217,24
14033,26
124679,14
75734,14
116908,14
63589,14
39900,14
10,14
142725,34
141952,23
104982,14
15314,14
23240,14
58842,14
57557,14
81154,14
72684,7
109104,14
63052,14
111833,14
86982,33
129755,34
83002,14
100451,26
1704,14
52574,24
97723,7
145586,14
76663,33
81386,19
125897,14
10880,14
66002,14
5169,14
93717,14
91504,14
143153,0
80927,14
43160,14
73722,14
50910,26
131079,28
15684,14
96762,14
57336,14
38228,14
128849,14
50549,14
118598,26
73960,14
52149,14
69957,14
19779,24
91108,14
94073,7
80311,19
12391,26
16532,33
49730,24
124665,14
1042,14
36373,14
144286,11
103102,14
37032,14
101549,14
86349,14
51816,14
39038,7
116689,26
94316,14
69577,26
44205,14
131837,20
104639,14
62692,24
134869,24
102268,14
48275,14
7603,14
40387,14
20756,14
135737,14
27530,14
69967,14
914,15
9791,7
18510,14
94178,7
58099,14
71058,14
14486,14
105023,14
851,24
137044,14
47749,24
76369,33
83184,14
84567,26
105765,14
96851,14
54864,14
90383,14
64300,14
129558,1
80763,14
119555,14
79262,14
102119,14
77013,19
142639,14
143007,34
59688,24
72678,14
63294,14
67069,14
78832,14
27372,14
76136,14
141844,34
78389,14
4196,14
129869,23
62748,14
139723,14
143774,14
57368,14
27470,14
121497,14
81726,14
81768,14
143460,14
109772,19
137438,14
142465,0
11309,7
114691,14
22158,14
97266,14
17170,14
15545,24
18459,7
126591,1
77134,31
146802,14
75489,14
94865,14
79446,24
120250,14
119190,26
11041,14
35613,7
3410,14
53685,14
73397,14
42060,14
135214,27
79042,14
65947,31
69986,31
94395,14
58499,14
6595,14
13698,14
103515,33
33134,14
126431,11
60793,14
72959,14
60722,7
68600,14
35624,19
97430,26
94759,14
33128,14
97673,24
83742,14
60302,14
88954,14
1903,14
126033,4
59447,19
38782,14
49684,14
48649,14
20130,14
61691,14
19925,14
103472,14
20362,14
121649,26
23745,26
44015,14
129113,23
29007,14
25283,14
94197,14
81856,14
80058,14
117733,14
62036,19
39786,14
69295,14
50280,14
8897,14
21224,14
79952,24
53500,14
136697,14
25936,14
115433,14
33073,14
78362,14
4616,24
69380,14
115032,31
32277,14
40336,26
109581,14
109189,26
65705,14
83370,14
129572,14
124012,14
130151,1
128206,14
138237,14
41470,14
97382,26
105299,14
95951,14
38015,14
139610,4
4459,14
93443,14
3347,19
147092,34
37118,14
91650,24
14776,14
61628,14
140096,34
34996,14
22562,14
101013,14
112752,14
118303,14
133926,26
26393,14
140607,11
95588,15
134130,14
132597,14
57465,14
119975,14
137708,14
30668,14
94380,19
104705,24
26169,31
87423,14
56340,14
1105,14
86842,7
123099,14
131873,14
127183,14
148062,11
137540,34
144712,10
128130,34
98635,14
30600,14
114587,14
8928,14
2542,14
81137,1
62723,14
16823,24
456,14
35517,14
3978,14
39323,14
110953,14
8075,14
113174,19
34982,14
90415,14
40525,24
114242,18
56419,14
146809,14
40244,14
137808,4
42275,7
66662,31
25540,14
29866,14
58248,14
71456,15
16256,14
98203,7
111061,14
92383,14
125294,1
102702,14
59723,14
19717,14
37674,14
133904,7
134739,38
93105,14
46344,14
11728,26
73273,24
38835,14
2139,14
36806,26
69633,14
60099,14
115397,19
106245,14
29386,14
56116,14
122577,14
9514,14
43053,14
116402,24
4080,14
142938,34
26865,19
49888,15
9216,14
120671,14
93251,14
129156,4
78580,14
45560,14
6827,14
131413,11
141750,1
101008,14
61830,31
60022,14
37891,14
80528,14
111126,14
114970,14
63861,19
126686,14
80367,14
148266,0
91511,14
101257,14
61372,14
58957,14
134000,20
47545,17
129086,4
116370,14
2141,14
95633,14
15983,31
137130,20
100781,14
125704,19
26176,14
44307,14
73417,14
49516,15
22582,24
59784,26
60039,24
32919,14
124558,14
107069,14
98257,14
1978,14
120225,14
9962,14
129349,4
118033,26
70750,14
137693,2
64224,14
35478,15
139885,14
117712,7
7277,14
139536,15
18398,14
53368,24
83569,14
33589,24
104072,14
90156,14
78619,7
11940,14
9060,26
137541,0
47370,15
92886,14
72483,19
88642,14
50510,14
28751,14
5567,14
135842,20
53618,1
77353,26
19315,14
96245,14
84015,14
47560,15
25644,7
77584,14
94574,7
453,14
5337,14
47335,14
101821,14
23481,19
109035,14
73403,14
115347,7
63478,14
143066,34
35956,19
12845,14
146397,14
75871,26
104699,14
63178,7
147718,5
14959,7
74061,14
20140,14
54770,14
3395,14
60896,14
48452,26
33079,1
119511,7
70791,24
110252,14
33,19
136332,28
127212,0
97526,14
140110,14
66292,14
38048,14
122558,7
74102,24
112061,14
124001,7
68269,14
51546,14
140829,4
36996,26
4697,14
123634,14
21951,14
62309,14
32527,14
31461,14
133744,14
92999,31
121846,14
88442,15
87837,1
38250,14
113674,14
128984,4
49437,14
132461,10
24724,14
96256,14
126378,14
115610,14
108139,14
32799,14
93585,14
128602,14
137501,24
133917,11
133444,26
7663,14
140909,24
86762,14
61130,26
71115,14
114047,15
136878,1
140337,26
23799,14
120115,14
19400,14
57958,14
102512,15
32621,14
97081,1
113567,14
128238,1
91490,14
38977,14
23122,14
88639,14
118139,14
60367,14
112876,14
40043,24
96009,14
40573,14
55104,14
36369,14
20182,14
33254,7
18825,15
70152,14
78890,14
68072,14
115124,14
24265,14
74255,14
124,14
26170,1
77001,7
63002,14
81111,14
142911,15
91680,14
129378,4
1367,14
129367,4
138460,14
63725,14
1015,14
67897,14
39929,7
40161,14
89843,14
94296,14
101816,24
25893,14
146874,20
57056,14
132875,34
15589,14
28879,14
41831,14
127913,23
60759,14
112671,14
95512,14
30752,14
58723,19
35967,26
43552,14
13430,14
134873,14
140024,26
59272,24
91563,14
124982,24
65697,19
30951,14
6666,1
30867,14
32870,14
48901,14
144017,34
89601,14
61652,15
127630,11
73226,14
96208,26
122539,14
131830,0
12027,14
127830,4
27316,14
68799,14
22708,14
1327,14
83566,14
59677,1
8123,26
64320,14
23046,14
13937,14
112341,14
60238,14
73260,7
82845,14
8980,14
35199,14
84478,14
40790,14
142631,14
50455,7
134568,7
83000,14
118806,14
29019,26
44523,14
62695,24
36683,19
46547,12
67297,14
109454,14
76042,14
28777,14
85617,14
33990,14
86825,14
136108,24
46593,14
143435,14
135212,23
29179,7
127175,14
145941,34
110803,14
80192,14
83481,1
132201,34
39147,7
79052,7
108812,14
72743,14
21427,14
29205,14
17432,14
84397,14
87772,31
87592,24
41993,14
102613,14
131214,23
65989,24
43394,14
28568,14
104844,7
95103,14
91655,14
56185,24
134904,28
127244,28
72619,14
132575,34
46414,14
27752,24
103886,14
120844,19
147112,4
16924,24
48208,14
82746,14
119268,26
43474,14
112277,7
11734,14
138414,27
59220,26
47459,24
24922,14
25313,19
9650,14
81825,14
17668,14
41861,24
97473,19
100055,14
29286,14
131741,34
33712,14
115489,7
36504,14
22835,14
100725,14
27765,14
51920,15
33973,14
108166,33
96342,14
55832,14
89515,14
88245,14
101157,14
49792,14
1863,14
11067,14
130590,14
86751,15
15756,14
54884,14
129468,23
131775,10
32743,1
114770,31
53079,24
1845,14
1223,14
76843,26
74079,14
965,14
75785,14
55810,14
40554,14
94192,7
106417,15
30532,14
94286,14
121985,14
131909,14
20887,14
147423,11
73910,14
128225,14
51746,14
102478,14
33297,14
113737,14
75754,19
123693,15
138425,14
115535,24
86320,14
119889,14
140193,2
67976,7
29813,14
28159,24
73332,14
49478,26
20493,15
147434,14
101909,14
23443,14
103800,14
80131,14
84992,14
95055,14
88095,14
72274,19
109066,14
30586,7
140180,14
137901,14
75048,14
144233,14
32545,14
106114,14
20417,14
13271,31
58789,14
129668,14
139431,34
86106,14
68240,15
71027,14
136287,26
81823,1
103317,14
62732,14
45415,26
28154,14
65977,14
48712,24
24976,14
130872,14
97163,24
37058,14
141400,14
120291,14
26604,14
53320,14
49036,14
111178,14
56150,14
134508,34
24944,14
101404,24
27676,19
87509,14
10313,14
101146,14
144300,14
88991,14
3441,14
78643,7
79676,14
57194,14
124441,14
95128,26
50305,14
51318,14
53956,24
13028,24
28655,26
96984,14
62390,14
41321,14
80715,14
9722,14
108991,31
116603,14
34269,14
8041,14
143950,14
143719,14
14883,15
147047,14
93225,14
147032,14
106716,7
112817,14
111426,14
32465,14
39259,14
50025,24
118952,14
5785,14
35647,14
148331,26
69959,14
77202,14
72580,14
49525,26
89174,14
97148,24
47642,14
132627,14
61684,14
1846,14
133802,34
28309,19
25654,14
41260,14
121923,7
62017,14
57166,14
28614,14
59001,24
64417,24
91246,14
120489,14
87777,7
105446,14
89075,14
124240,14
61711,14
28563,14
64587,14
105120,14
105601,31
141880,14
44522,14
84012,31
122663,14
89181,14
77213,14
63126,14
90146,14
50427,1
35423,7
88960,14
18170,26
115112,14
71047,14
55467,14
119125,14
108687,14
48371,14
80230,14
127990,34
16250,14
41854,14
118292,14
96264,14
122546,33
68473,14
55037,14
108525,14
79823,14
8987,33
97812,14
143271,34
42697,14
70161,14
70499,14
142193,11
89472,14
47247,14
10965,14
63842,14
128205,4
139480,14
134289,23
81621,14
124822,19
43373,14
72981,14
4356,14
68187,7
22469,14
1498,14
143064,14
73004,14
57386,24
56614,14
45435,14
116393,7
106128,14
127590,34
134989,10
133088,14
22712,14
132708,14
139315,11
100622,7
35231,14
104954,14
118158,24
50925,14
57210,7
139631,24
11027,14
106819,14
74733,14
105579,33
111729,14
6026,14
116223,14
79312,19
42603,14
47527,14
75984,14
51020,14
103285,14
43978,14
29431,24
38350,14
74767,14
22103,14
39780,14
138673,1
105620,14
38689,14
23273,14
19827,14
40309,14
86520,24
58835,14
18067,19
66446,1
128515,23
103218,14
75802,14
64657,14
138304,24
53843,14
31447,14
92006,14
81699,1
60518,14
12636,14
44827,7
127174,14
114675,14
46186,19
3559,14
19602,33
48257,14
59992,24
119475,14
20028,19
106129,14
102504,14
54139,14
79584,14
41627,14
58402,14
55943,14
106867,14
44836,14
117946,26
67613,14
110761,14
65099,14
44118,14
35563,14
20053,14
39839,24
10414,24
38224,19
58947,14
61544,14
124756,14
13555,14
114104,14
101460,24
1427,14
78588,7
37747,14
123070,14
89526,14
34735,14
15764,14
67204,14
36696,14
145641,14
17409,14
97570,14
132560,20
84483,14
128103,11
87691,14
38455,19
45614,14
121696,24
44696,31
54613,14
134301,20
61927,14
81444,14
128971,4
18410,14
34532,14
128362,14
110924,14
75907,14
30047,14
143314,14
147541,5
99385,14
84055,1
42645,14
105628,14
76366,15
2570,19
48481,14
28259,14
39464,14
1938,14
63540,14
105567,14
145557,14
32665,7
18778,19
43695,14
21018,24
65564,14
128624,4
49388,14
91603,24
132421,14
73229,14
74343,14
117934,19
39070,14
77385,14
55075,14
57191,14
43597,14
131440,1
136464,11
117738,14
40426,24
57228,14
51538,14
23116,14
46404,14
105033,19
140101,4
133982,24
98237,14
113202,24
119470,14
91909,7
56678,14
136881,14
3469,24
76984,14
48173,14
31927,24
14109,14
29862,14
9918,14
1213,14
123425,7
119378,14
46867,14
54246,14
17914,14
29991,7
95127,19
67151,14
87107,15
87939,14
125382,24
97462,14
9492,7
2812,14
83226,24
104650,14
19549,15
88460,14
33579,26
98246,14
29519,14
95984,14
103663,14
72092,15
104896,14
42409,14
102055,31
74573,14
28686,14
101513,7
115685,14
142839,27
32605,14
120833,14
125194,14
74209,14
9139,14
94643,14
75009,14
107252,14
137988,14
91419,14
130115,11
40495,19
114790,24
22672,7
123781,14
33607,14
141451,19
139319,14
119368,15
112833,14
144554,11
26172,14
52111,14
106435,14
52713,14
107376,14
62840,14
38139,14
88613,14
17117,14
11770,14
32445,14
120059,14
42123,14
74696,26
64546,14
43623,24
16156,14
112079,14
59429,7
140624,14
97972,7
112734,14
59431,14
93331,14
37894,14
9400,14
38122,14
8816,14
24474,14
57653,14
41776,14
26826,14
48545,14
10189,14
129983,0
10358,14
48241,24
70534,14
7725,14
43502,14
91021,14
3909,14
129566,14
99302,14
80004,26
64465,19
4832,24
52921,7
147661,11
33577,14
112572,14
142559,4
138018,14
68261,14
9802,14
77113,26
69204,14
82876,14
24082,14
142190,24
93709,14
146558,14
127886,14
69627,14
118771,1
85592,14
62375,24
108856,15
61134,14
36788,14
141942,14
23704,14
30666,14
131764,14
97865,14
117931,14
106817,14
103003,14
113164,14
136577,4
99916,14
55719,14
123719,14
77742,14
16407,19
130382,14
145128,24
92432,14
23509,14
118492,14
36800,26
94748,19
125090,14
59336,24
81656,14
110102,7
138579,34
100736,14
8429,14
90400,14
101671,19
41883,14
48619,14
45857,14
30121,14
52757,24
35339,14
101172,14
13263,26
86540,14
39045,14
77970,14
18679,14
113820,14
129251,24
10867,7
23477,14
55663,14
19724,14
70244,14
115543,26
122042,14
132990,24
44055,24
111964,14
115571,19
25067,14
36386,19
127878,14
108107,14
15844,14
105966,24
85203,14
99084,7
104307,14
22985,14
121303,14
111854,14
36676,14
57628,14
77598,14
10951,14
19458,14
26230,33
7563,14
41941,14
36081,14
49715,14
77187,14
103925,14
143530,0
46434,19
110180,19
39410,14
85718,31
35938,14
32090,33
133946,14
31089,19
10661,15
49577,14
22117,14
141041,20
142868,4
138364,11
13534,14
118880,14
100805,14
47243,14
10293,14
119719,14
23648,14
55018,15
74171,14
2534,14
29351,26
92672,7
16594,7
93329,14
19146,14
61379,14
15009,14
99419,14
28507,14
90532,26
138226,14
73040,14
96408,24
132503,14
65184,14
59375,14
44401,14
2163,14
53071,14
75214,14
83433,14
39425,14
131430,10
22195,14
143794,24
92339,1
41919,14
63729,14
107101,14
43975,14
47343,24
147972,14
121033,14
116566,14
42694,14
14744,15
75053,14
19657,14
13057,14
120412,14
4681,1
129826,0
47788,7
84858,14
140530,14
66977,14
121887,14
65863,24
101885,14
17194,14
71149,24
126721,4
65478,15
64013,7
47197,14
26726,14
83026,14
128871,34
73587,14
124943,7
78935,14
139704,5
40657,19
140053,10
6401,14
66562,24
134020,34
148207,24
127409,4
43063,14
25095,7
35770,31
72409,14
35390,24
22689,14
108080,14
21183,24
68622,14
12675,14
147062,34
47125,4
131959,2
140111,4
85882,19
113010,14
90125,14
8704,14
55852,14
63235,19
98731,14
75115,15
138555,26
135054,14
138303,14
138004,4
51163,14
107815,26
68652,14
83626,33
4499,14
23192,15
110017,14
22156,14
13423,19
93729,7
62480,26
135831,14
136699,14
44987,14
88019,19
75308,14
141511,4
49635,19
30645,14
42965,14
69898,14
77596,14
41660,26
106057,14
60301,14
7994,26
60623,14
140072,34
131435,10
77545,24
23874,14
3043,14
117594,14
114351,14
140957,14
85103,24
34794,14
124201,14
83805,33
109394,15
143022,14
30052,14
92336,14
28543,14
119699,14
46195,33
30626,14
126043,14
144733,14
95991,1
142409,11
44305,26
35509,26
51170,3
119933,14
53582,14
31955,14
91017,14
1734,31
4870,14
51537,14
139540,14
46824,19
146702,26
72111,14
121211,14
140796,20
130619,4
41165,24
122995,14
144607,34
121738,14
147748,0
121620,14
148141,0
120542,7
119616,14
89654,14
100925,14
123101,7
137919,20
69316,14
43681,14
105858,14
47953,19
28194,14
48528,24
100818,19
42836,24
48376,14
99383,14
132964,26
65775,14
97849,14
22570,15
9959,14
43401,24
41293,14
126303,14
131110,34
115801,24
135071,23
144759,14
87941,24
37104,14
110659,24
103163,15
140506,20
73614,14
49575,14
142317,14
132518,0
104538,14
96901,14
122855,15
104647,14
99804,14
113216,14
37710,14
45985,14
60911,7
57179,14
39189,14
42528,14
20622,14
132616,27
123209,19
120587,14
132075,4
100049,14
10898,14
77388,14
43121,14
44704,19
22370,14
28610,19
76923,7
120883,24
50008,14
125076,14
32173,14
93025,14
74856,14
107758,7
80862,26
25458,14
64263,15
38028,7
93926,7
8186,14
57338,14
36474,14
10979,14
66110,14
20242,24
79681,14
132355,14
41113,14
96102,24
83738,14
63029,1
102439,7
138521,14
57412,14
40501,14
47855,26
59385,7
14671,14
66908,14
66696,7
36951,7
130960,14
123549,19
126736,14
17916,14
79383,14
8413,14
59625,14
75882,14
13643,14
123779,14
73686,14
76881,19
35794,14
112940,14
46319,14
90204,24
145639,14
41921,14
65096,14
33206,14
110474,14
147379,28
103937,7
120451,14
70075,14
76424,14
138729,14
52984,14
35359,14
23037,33
21243,14
59039,14
122297,26
77401,14
14444,19
29404,24
37136,26
122064,14
29593,14
120530,14
133796,14
130577,24
82438,19
110423,19
80208,24
140289,20
91263,14
125126,14
48344,14
55459,14
144296,4
11881,14
139711,24
32710,7
34743,24
93948,7
70921,14
75822,14
75033,7
96119,14
51835,14
111207,14
74031,14
89617,14
54671,14
92090,14
118195,14
44963,14
116153,14
31097,14
17224,14
122639,14
13816,26
133954,19
6374,14
120809,14
71064,19
113307,15
120585,14
18800,24
111692,14
51704,14
43425,14
114302,26
67914,1
119118,14
117667,1
59471,14
134347,14
123511,14
97436,14
136115,14
17822,14
129216,20
105672,14
50344,14
60224,14
4860,14
67738,14
104752,14
105772,14
141202,11
85708,15
98673,14
38566,14
61941,24
27339,14
9339,31
131081,23
101492,14
132569,4
58235,14
54688,24
27478,14
29513,14
67376,14
98777,14
95549,14
129692,28
89001,14
141134,11
128182,24
84529,14
137959,4
14014,14
67857,14
4097,14
141295,24
64364,14
112272,14
44717,24
110993,14
35658,19
79094,14
105979,14
83946,14
69411,14
113830,14
17350,7
35761,14
23853,14
27532,19
35522,14
107543,14
61679,14
90866,14
86572,24
31980,19
39729,14
105885,14
3244,14
70036,14
30821,14
21918,14
53562,31
68282,7
9298,14
110429,14
117649,24
88692,15
52686,14
63131,14
129749,14
28619,14
16495,19
96770,14
146919,24
92398,14
114232,14
134962,34
115148,14
96989,14
117877,14
104157,7
45951,14
143442,14
22401,14
2629,14
142939,14
39968,14
132509,20
62340,14
20576,14
138298,14
36672,14
105997,14
3171,14
138130,1
104690,14
86630,14
145035,14
126830,14
51983,24
68770,14
138952,14
13084,14
43177,7
105920,26
129193,4
122529,14
49883,15
33974,14
134018,14
89646,19
132899,4
145741,4
81519,14
136318,14
125321,14
137399,14
142771,10
114687,14
72144,14
139906,14
128385,0
88030,14
20434,14
102995,14
51011,14
76355,14
115706,14
11726,14
127214,19
101836,14
22639,14
46122,26
58595,14
106719,14
19190,14
66994,1
8663,7
100243,14
114053,14
48138,24
83326,14
2175,14
105013,14
31139,14
80932,26
12298,19
57503,14
61860,14
53869,26
89268,14
110374,24
37066,14
52940,14
47730,14
13409,14
14687,14
52983,14
120263,14
144792,0
137496,34
130975,14
136869,14
22199,7
137482,14
32086,14
93546,14
30557,7
47034,14
3880,14
103354,14
16430,14
95407,14
21808,24
111191,14
10614,14
21936,15
84493,14
47178,18
103092,26
83638,26
45291,14
132431,26
101050,14
4045,7
11228,14
34255,14
116611,19
87028,14
115760,14
7740,24
89930,14
106352,14
83600,7
69715,14
68322,14
87551,14
52523,33
643,19
110772,14
18128,19
144590,14
17358,19
96860,14
54959,14
528,19
140820,4
143562,1
32503,14
147680,14
49664,14
100880,26
71390,14
20268,26
51237,14
93806,14
121160,24
96154,14
62408,14
96889,14
64964,26
36290,14
90114,14
125877,1
68624,14
43925,24
108731,14
126634,4
4199,14
7400,14
146897,14
2051,14
66582,14
32061,19
5481,14
87615,14
111092,14
60551,14
2871,14
116330,14
38229,14
14397,19
119242,7
63742,14
133115,14
70663,14
107090,24
43189,14
46552,14
72208,14
83301,14
68825,14
96156,14
74375,14
74317,14
44447,14
47557,14
141753,34
75557,14
24332,14
90742,14
98013,14
50191,26
64687,19
146024,24
120339,7
143912,14
146511,11
6416,14
3485,24
29606,14
121706,14
33610,31
116441,33
119937,14
30895,14
20922,19
84380,14
116718,19
12624,14
757,14
14766,14
101651,14
7642,14
116989,14
145666,14
123341,14
24123,14
53271,14
76321,14
110695,14
95456,7
127176,14
69087,14
85910,19
121085,33
12832,14
26003,14
57779,14
148389,0
94262,14
78622,14
57567,7
130218,14
109845,7
82657,24
104696,14
17372,7
145875,14
20284,14
143396,7
1633,7
114971,14
65293,14
63412,26
758,31
84452,14
102303,14
